,first_name,last_name,party,gender,chamber,congress_number,DOB,method,proportion_male,proportion_female,predicted_gender,final_gender
9873,José,Serrano,D,M,house,115,1943.0,ssa,,,,M
9874,Pete,Sessions,R,M,house,115,1955.0,ssa,,,,M
9875,Terri,Sewell,D,F,house,115,1965.0,ssa,,,,F
9876,Carol,Shea-Porter,D,F,house,115,1952.0,ssa,,,,F
9877,Brad,Sherman,D,M,house,115,1954.0,ssa,,,,M
9878,John,Shimkus,R,M,house,115,1958.0,ssa,,,,M
9879,Bill,Shuster,R,M,house,115,1961.0,ssa,,,,M
9880,Mike,Simpson,R,M,house,115,1950.0,ssa,,,,M
9881,Kyrsten,Sinema,D,F,house,115,1976.0,ssa,,,,F
9882,Albio,Sires,D,M,house,115,1951.0,ssa,,,,M
9883,Louise,Slaughter,D,F,house,115,1929.0,ipums,,,,F
9884,Christopher,Smith,R,M,house,115,1953.0,ssa,,,,M
9885,Lamar,Smith,R,M,house,115,1947.0,ssa,,,,M
9886,Jason,Smith,R,M,house,115,1980.0,ssa,,,,M
9887,Adrian,Smith,R,M,house,115,1970.0,ssa,,,,M
9888,Adam,Smith,D,M,house,115,1965.0,ssa,,,,M
9889,Lloyd,Smucker,R,M,house,115,1964.0,ssa,,,,M
9890,Darren,Soto,D,M,house,115,1978.0,ssa,,,,M
9891,Jackie,Speier,D,F,house,115,1950.0,ssa,,,,F
9892,Elise,Stefanik,R,F,house,115,1984.0,ssa,,,,F
9893,Chris,Stewart,R,M,house,115,1960.0,ssa,,,,M
9894,Steve,Stivers,R,M,house,115,1965.0,ssa,,,,M
9895,Thomas,Suozzi,D,M,house,115,1962.0,ssa,,,,M
9896,Eric,Swalwell,D,M,house,115,1980.0,ssa,,,,M
9897,Mark,Takano,D,M,house,115,1960.0,ssa,,,,M
9898,Scott,Taylor,R,M,house,115,1979.0,ssa,,,,M
9899,Claudia,Tenney,R,F,house,115,1961.0,ssa,,,,F
9900,Bennie,Thompson,D,M,house,115,1948.0,ssa,,,,M
9901,Mike,Thompson,D,M,house,115,1951.0,ssa,,,,M
9902,Glenn,Thompson,R,M,house,115,1959.0,ssa,,,,M
9903,William,Thornberry,R,M,house,115,1958.0,ssa,,,,M
9904,Pat,Tiberi,R,M,house,115,1962.0,ssa,,,,M
9905,Scott,Tipton,R,M,house,115,1956.0,ssa,,,,M
9906,Dina,Titus,D,F,house,115,1950.0,ssa,,,,F
9907,Paul,Tonko,D,M,house,115,1949.0,ssa,,,,M
9908,Norma,Torres,D,F,house,115,1965.0,ssa,,,,F
9909,Dave,Trott,R,M,house,115,1960.0,ssa,,,,M
9910,Niki,Tsongas,D,F,house,115,1946.0,ssa,,,,F
9911,Michael,Turner,R,M,house,115,1960.0,ssa,,,,M
9912,Fred,Upton,R,M,house,115,1953.0,ssa,,,,M
9913,David,Valadao,R,M,house,115,1977.0,ssa,,,,M
9914,Juan,Vargas,D,M,house,115,1961.0,ssa,,,,M
9915,Marc,Veasey,D,M,house,115,1971.0,ssa,,,,M
9916,Filemon,Vela,D,M,house,115,1963.0,ssa,,,,M
9917,Nydia,Velázquez,D,F,house,115,1953.0,ssa,,,,F
9918,Peter,Visclosky,D,M,house,115,1949.0,ssa,,,,M
9919,Ann,Wagner,R,F,house,115,1962.0,ssa,,,,F
9920,Tim,Walberg,R,M,house,115,1951.0,ssa,,,,M
9921,Greg,Walden,R,M,house,115,1957.0,ssa,,,,M
9922,Mark,Walker,R,M,house,115,1969.0,ssa,,,,M
9923,Jackie,Walorski,R,F,house,115,1963.0,ssa,,,,F
9924,Mimi,Walters,R,F,house,115,1962.0,ssa,,,,F
9925,Tim,Walz,D,M,house,115,1964.0,ssa,,,,M
9926,Debbie,Wasserman Schultz,D,F,house,115,1966.0,ssa,,,,F
9927,Maxine,Waters,D,F,house,115,1938.0,ssa,,,,F
9928,Bonnie,Watson Coleman,D,F,house,115,1945.0,ssa,,,,F
9929,Randy,Weber,R,M,house,115,1953.0,ssa,,,,M
9930,Daniel,Webster,R,M,house,115,1949.0,ssa,,,,M
9931,Peter,Welch,D,M,house,115,1947.0,ssa,,,,M
9932,Brad,Wenstrup,R,M,house,115,1958.0,ssa,,,,M
9933,Bruce,Westerman,R,M,house,115,1967.0,ssa,,,,M
9934,Susan,Wild,D,F,house,115,1957.0,ssa,,,,F
9935,Roger,Williams,R,M,house,115,1949.0,ssa,,,,M
9936,Joe,Wilson,R,M,house,115,1947.0,ssa,,,,M
9937,Frederica,Wilson,D,F,house,115,1942.0,ssa,,,,F
9938,Robert,Wittman,R,M,house,115,1959.0,ssa,,,,M
9939,Steve,Womack,R,M,house,115,1957.0,ssa,,,,M
9940,Rob,Woodall,R,M,house,115,1970.0,ssa,,,,M
9941,John,Yarmuth,D,M,house,115,1947.0,ssa,,,,M
9942,Kevin,Yoder,R,M,house,115,1976.0,ssa,,,,M
9943,Ted,Yoho,R,M,house,115,1955.0,ssa,,,,M
9944,Don,Young,R,M,house,115,1933.0,ssa,,,,M
9945,David,Young,R,M,house,115,1968.0,ssa,,,,M
9946,Lee,Zeldin,R,M,house,115,1980.0,ssa,,,,M
9947,Ryan,Zinke,R,M,house,115,1961.0,ssa,,,,M
9948,Lamar,Alexander,R,M,senate,115,1940.0,ssa,,,,M
9949,Tammy,Baldwin,D,F,senate,115,1962.0,ssa,,,,F
9950,John,Barrasso,R,M,senate,115,1952.0,ssa,,,,M
9951,Michael,Bennet,D,M,senate,115,1964.0,ssa,,,,M
9952,Richard,Blumenthal,D,M,senate,115,1946.0,ssa,,,,M
9953,Roy,Blunt,R,M,senate,115,1950.0,ssa,,,,M
9954,Cory,Booker,D,M,senate,115,1969.0,ssa,,,,M
9955,John,Boozman,R,M,senate,115,1950.0,ssa,,,,M
9956,Sherrod,Brown,D,M,senate,115,1952.0,ssa,,,,M
9957,Richard,Burr,R,M,senate,115,1955.0,ssa,,,,M
9958,Maria,Cantwell,D,F,senate,115,1958.0,ssa,,,,F
9959,Shelley,Capito,R,F,senate,115,1953.0,ssa,,,,F
9960,Benjamin,Cardin,D,M,senate,115,1943.0,ssa,,,,M
9961,Thomas,Carper,D,M,senate,115,1947.0,ssa,,,,M
9962,Bob,Casey,D,M,senate,115,1960.0,ssa,,,,M
9963,Bill,Cassidy,R,M,senate,115,1957.0,ssa,,,,M
9964,Thad,Cochran,R,M,senate,115,1937.0,ssa,,,,M
9965,Susan,Collins,R,F,senate,115,1952.0,ssa,,,,F
9966,Christopher,Coons,D,M,senate,115,1963.0,ssa,,,,M
9967,Bob,Corker,R,M,senate,115,1952.0,ssa,,,,M
9968,John,Cornyn,R,M,senate,115,1952.0,ssa,,,,M
9969,Catherine,Cortez Masto,D,F,senate,115,1964.0,ssa,,,,F
9970,Tom,Cotton,R,M,senate,115,1977.0,ssa,,,,M
9971,Michael,Crapo,R,M,senate,115,1951.0,ssa,,,,M
9972,Ted,Cruz,R,M,senate,115,1970.0,ssa,,,,M
9973,Steve,Daines,R,M,senate,115,1962.0,ssa,,,,M
9974,Joe,Donnelly,D,M,senate,115,1955.0,ssa,,,,M
9975,Tammy,Duckworth,D,F,senate,115,1968.0,ssa,,,,F
9976,Richard,Durbin,D,M,senate,115,1944.0,ssa,,,,M
9977,Michael,Enzi,R,M,senate,115,1944.0,ssa,,,,M
9978,Joni,Ernst,R,F,senate,115,1970.0,ssa,,,,F
9979,Dianne,Feinstein,D,F,senate,115,1933.0,ssa,,,,F
9980,Deb,Fischer,R,F,senate,115,1951.0,ssa,,,,F
9981,Jeff,Flake,R,M,senate,115,1962.0,ssa,,,,M
9982,Al,Franken,D,M,senate,115,1951.0,ssa,,,,M
9983,Cory,Gardner,R,M,senate,115,1974.0,ssa,,,,M
9984,Kirsten,Gillibrand,D,F,senate,115,1966.0,ssa,,,,F
9985,Lindsey,Graham,R,M,senate,115,1955.0,ssa,,,,M
9986,Charles,Grassley,R,M,senate,115,1933.0,ssa,,,,M
9987,Kamala,Harris,D,F,senate,115,1964.0,ssa,,,,F
9988,Margaret,Hassan,D,F,senate,115,1958.0,ssa,,,,F
9989,Orrin,Hatch,R,M,senate,115,1934.0,ssa,,,,M
9990,Martin,Heinrich,D,M,senate,115,1971.0,ssa,,,,M
9991,Heidi,Heitkamp,D,F,senate,115,1955.0,ssa,,,,F
9992,Dean,Heller,R,M,senate,115,1960.0,ssa,,,,M
9993,Mazie,Hirono,D,F,senate,115,1947.0,ssa,,,,F
9994,John,Hoeven,R,M,senate,115,1957.0,ssa,,,,M
9995,Cindy,Hyde-Smith,R,F,senate,115,1959.0,ssa,,,,F
9996,James,Inhofe,R,M,senate,115,1934.0,ssa,,,,M
9997,Johnny,Isakson,R,M,senate,115,1944.0,ssa,,,,M
9998,Ron,Johnson,R,M,senate,115,1955.0,ssa,,,,M
9999,Doug,Jones,D,M,senate,115,1954.0,ssa,,,,M
10000,Tim,Kaine,D,M,senate,115,1958.0,ssa,,,,M
10001,John,Kennedy,R,M,senate,115,1951.0,ssa,,,,M
10002,Angus,King,I,M,senate,115,1944.0,ssa,,,,M
10003,Amy,Klobuchar,D,F,senate,115,1960.0,ssa,,,,F
10004,Jon,Kyl,R,M,senate,115,1942.0,ssa,,,,M
10005,James,Lankford,R,M,senate,115,1968.0,ssa,,,,M
10006,Patrick,Leahy,D,M,senate,115,1940.0,ssa,,,,M
10007,Mike,Lee,R,M,senate,115,1971.0,ssa,,,,M
10008,Joe,Manchin,D,M,senate,115,1947.0,ssa,,,,M
10009,Edward,Markey,D,M,senate,115,1946.0,ssa,,,,M
10010,John,McCain,R,M,senate,115,1936.0,ssa,,,,M
10011,Claire,McCaskill,D,F,senate,115,1953.0,ssa,,,,F
10012,Mitch,McConnell,R,M,senate,115,1942.0,ssa,,,,M
10013,Robert,Menendez,D,M,senate,115,1954.0,ssa,,,,M
10014,Jeff,Merkley,D,M,senate,115,1956.0,ssa,,,,M
10015,Jerry,Moran,R,M,senate,115,1954.0,ssa,,,,M
10016,Lisa,Murkowski,R,F,senate,115,1957.0,ssa,,,,F
10017,Christopher,Murphy,D,M,senate,115,1973.0,ssa,,,,M
10018,Patty,Murray,D,F,senate,115,1950.0,ssa,,,,F
10019,Bill,Nelson,D,M,senate,115,1942.0,ssa,,,,M
10020,Rand,Paul,R,M,senate,115,1963.0,ssa,,,,M
10021,David,Perdue,R,M,senate,115,1949.0,ssa,,,,M
10022,Gary,Peters,D,M,senate,115,1958.0,ssa,,,,M
10023,Rob,Portman,R,M,senate,115,1955.0,ssa,,,,M
10024,Jack,Reed,D,M,senate,115,1949.0,ssa,,,,M
10025,Jim,Risch,R,M,senate,115,1943.0,ssa,,,,M
10026,Pat,Roberts,R,M,senate,115,1936.0,ssa,,,,M
10027,Mike,Rounds,R,M,senate,115,1954.0,ssa,,,,M
10028,Marco,Rubio,R,M,senate,115,1971.0,ssa,,,,M
10029,Bernard,Sanders,I,M,senate,115,1941.0,ssa,,,,M
10030,Ben,Sasse,R,M,senate,115,1972.0,ssa,,,,M
10031,Brian,Schatz,D,M,senate,115,1972.0,ssa,,,,M
10032,Charles,Schumer,D,M,senate,115,1950.0,ssa,,,,M
10033,Tim,Scott,R,M,senate,115,1965.0,ssa,,,,M
10034,Jeff,Sessions,R,M,senate,115,1946.0,ssa,,,,M
10035,Jeanne,Shaheen,D,F,senate,115,1947.0,ssa,,,,F
10036,Richard,Shelby,R,M,senate,115,1934.0,ssa,,,,M
10037,Tina,Smith,D,F,senate,115,1958.0,ssa,,,,F
10038,Debbie,Stabenow,D,F,senate,115,1950.0,ssa,,,,F
10039,Luther,Strange,R,M,senate,115,1953.0,ssa,,,,M
10040,Dan,Sullivan,R,M,senate,115,1964.0,ssa,,,,M
10041,Jon,Tester,D,M,senate,115,1956.0,ssa,,,,M
10042,John,Thune,R,M,senate,115,1961.0,ssa,,,,M
10043,Thom,Tillis,R,M,senate,115,1960.0,ssa,,,,M
10044,Patrick,Toomey,R,M,senate,115,1961.0,ssa,,,,M
10045,Tom,Udall,D,M,senate,115,1948.0,ssa,,,,M
10046,Chris,Van Hollen,D,M,senate,115,1959.0,ssa,,,,M
10047,Mark,Warner,D,M,senate,115,1954.0,ssa,,,,M
10048,Elizabeth,Warren,D,F,senate,115,1949.0,ssa,,,,F
10049,Sheldon,Whitehouse,D,M,senate,115,1955.0,ssa,,,,M
10050,Roger,Wicker,R,M,senate,115,1951.0,ssa,,,,M
10051,Ron,Wyden,D,M,senate,115,1949.0,ssa,,,,M
10052,Todd,Young,R,M,senate,115,1972.0,ssa,,,,M
10053,Ralph,Abraham,R,M,house,116,1954.0,ssa,,,,M
10054,Alma,Adams,D,F,house,116,1946.0,ssa,,,,F
10055,Robert,Aderholt,R,M,house,116,1965.0,ssa,,,,M
10056,Pete,Aguilar,D,M,house,116,1979.0,ssa,,,,M
10057,Rick,Allen,R,M,house,116,1951.0,ssa,,,,M
10058,Colin,Allred,D,M,house,116,1983.0,ssa,,,,M
10059,Justin,Amash,I,M,house,116,1980.0,ssa,,,,M
10061,Mark,Amodei,R,M,house,116,1958.0,ssa,,,,M
10062,Kelly,Armstrong,R,M,house,116,1976.0,ssa,,,,M
10063,Jodey,Arrington,R,M,house,116,1972.0,ssa,,,,M
10064,Cynthia,Axne,D,F,house,116,1965.0,ssa,,,,F
10065,Brian,Babin,R,M,house,116,1948.0,ssa,,,,M
10066,Don,Bacon,R,M,house,116,1963.0,ssa,,,,M
10067,James,Baird,R,M,house,116,1945.0,ssa,,,,M
10068,Troy,Balderson,R,M,house,116,1962.0,ssa,,,,M
10069,Jim,Banks,R,M,house,116,1979.0,ssa,,,,M
10070,Andy,Barr,R,M,house,116,1973.0,ssa,,,,M
10071,Nanette,Barragán,D,F,house,116,1976.0,ssa,,,,F
10072,Karen,Bass,D,F,house,116,1953.0,ssa,,,,F
10073,Joyce,Beatty,D,F,house,116,1950.0,ssa,,,,F
10074,Ami,Bera,D,M,house,116,1965.0,ssa,,,,M
10075,Jack,Bergman,R,M,house,116,1947.0,ssa,,,,M
10076,Donald,Beyer,D,M,house,116,1950.0,ssa,,,,M
10077,Andy,Biggs,R,M,house,116,1958.0,ssa,,,,M
10078,Gus,Bilirakis,R,M,house,116,1963.0,ssa,,,,M
10079,Dan,Bishop,R,M,house,116,1964.0,ssa,,,,M
10080,Rob,Bishop,R,M,house,116,1951.0,ssa,,,,M
10081,Sanford,Bishop,D,M,house,116,1947.0,ssa,,,,M
10082,Earl,Blumenauer,D,M,house,116,1948.0,ssa,,,,M
10083,Lisa,Blunt Rochester,D,F,house,116,1962.0,ssa,,,,F
10084,Suzanne,Bonamici,D,F,house,116,1954.0,ssa,,,,F
10085,Mike,Bost,R,M,house,116,1960.0,ssa,,,,M
10086,Brendan,Boyle,D,M,house,116,1977.0,ssa,,,,M
10087,Kevin,Brady,R,M,house,116,1955.0,ssa,,,,M
10088,Anthony,Brindisi,D,M,house,116,1978.0,ssa,,,,M
10089,Mo,Brooks,R,M,house,116,1954.0,ssa,,,,M
10090,Susan,Brooks,R,F,house,116,1960.0,ssa,,,,F
10091,Anthony,Brown,D,M,house,116,1961.0,ssa,,,,M
10092,Julia,Brownley,D,F,house,116,1952.0,ssa,,,,F
10093,Vern,Buchanan,R,M,house,116,1951.0,ssa,,,,M
10094,Ken,Buck,R,M,house,116,1959.0,ssa,,,,M
10095,Larry,Bucshon,R,M,house,116,1962.0,ssa,,,,M
10096,Ted,Budd,R,M,house,116,1971.0,ssa,,,,M
10097,Tim,Burchett,R,M,house,116,1964.0,ssa,,,,M
10098,Michael,Burgess,R,M,house,116,1950.0,ssa,,,,M
10099,Cheri,Bustos,D,F,house,116,1961.0,ssa,,,,F
10100,G.,Butterfield,D,M,house,116,1947.0,ssa,,,,M
10101,Bradley,Byrne,R,M,house,116,1955.0,ssa,,,,M
10102,Ken,Calvert,R,M,house,116,1953.0,ssa,,,,M
10103,Salud,Carbajal,D,M,house,116,1964.0,ssa,,,,M
10104,Tony,Cárdenas,D,M,house,116,1963.0,ssa,,,,M
10105,André,Carson,D,M,house,116,1974.0,ssa,,,,M
10106,John,Carter,R,M,house,116,1941.0,ssa,,,,M
10107,Buddy,Carter,R,M,house,116,1957.0,ssa,,,,M
10108,Matt,Cartwright,D,M,house,116,1961.0,ssa,,,,M
10109,Ed,Case,D,M,house,116,1952.0,ssa,,,,M
10110,Sean,Casten,D,M,house,116,1971.0,ssa,,,,M
10111,Kathy,Castor,D,F,house,116,1966.0,ssa,,,,F
10112,Joaquín,Castro,D,M,house,116,1974.0,ssa,,,,M
10113,Steven,Chabot,R,M,house,116,1953.0,ssa,,,,M
10114,Liz,Cheney,R,F,house,116,1966.0,ssa,,,,F
10115,Judy,Chu,D,F,house,116,1953.0,ssa,,,,F
10116,David,Cicilline,D,M,house,116,1961.0,ssa,,,,M
10117,Gilbert,Cisneros,D,M,house,116,1971.0,ssa,,,,M
10118,Katherine,Clark,D,F,house,116,1963.0,ssa,,,,F
10119,Yvette,Clarke,D,F,house,116,1964.0,ssa,,,,F
10120,William,Clay,D,M,house,116,1956.0,ssa,,,,M
10121,Emanuel,Cleaver,D,M,house,116,1944.0,ssa,,,,M
10122,Ben,Cline,R,M,house,116,1972.0,ssa,,,,M
10123,Michael,Cloud,R,M,house,116,1975.0,ssa,,,,M
10124,James,Clyburn,D,M,house,116,1940.0,ssa,,,,M
10125,Steve,Cohen,D,M,house,116,1949.0,ssa,,,,M
10126,Tom,Cole,R,M,house,116,1949.0,ssa,,,,M
10127,Doug,Collins,R,M,house,116,1966.0,ssa,,,,M
10128,Chris,Collins,R,M,house,116,1950.0,ssa,,,,M
10129,James,Comer,R,M,house,116,1972.0,ssa,,,,M
10130,K.,Conaway,R,M,house,116,1948.0,ssa,,,,M
10131,Gerald,Connolly,D,M,house,116,1950.0,ssa,,,,M
10132,Paul,Cook,R,M,house,116,1943.0,ssa,,,,M
10133,Jim,Cooper,D,M,house,116,1954.0,ssa,,,,M
10134,J.,Correa,D,M,house,116,1958.0,ssa,,,,M
10135,Jim,Costa,D,M,house,116,1952.0,ssa,,,,M
10136,Joe,Courtney,D,M,house,116,1953.0,ssa,,,,M
10137,TJ,Cox,D,M,house,116,1963.0,ssa,,,,M
10138,Angie,Craig,D,F,house,116,1972.0,ssa,,,,F
10139,Rick,Crawford,R,M,house,116,1966.0,ssa,,,,M
10140,Dan,Crenshaw,R,M,house,116,1984.0,ssa,,,,M
10141,Charlie,Crist,D,M,house,116,1956.0,ssa,,,,M
10142,Jason,Crow,D,M,house,116,1979.0,ssa,,,,M
10143,Henry,Cuellar,D,M,house,116,1955.0,ssa,,,,M
10144,Elijah,Cummings,D,M,house,116,1951.0,ssa,,,,M
10145,Joe,Cunningham,D,M,house,116,1982.0,ssa,,,,M
10146,John,Curtis,R,M,house,116,1960.0,ssa,,,,M
10147,Sharice,Davids,D,F,house,116,1980.0,ssa,,,,F
10148,Warren,Davidson,R,M,house,116,1970.0,ssa,,,,M
10149,Danny,Davis,D,M,house,116,1941.0,ssa,,,,M
10150,Rodney,Davis,R,M,house,116,1970.0,ssa,,,,M
10151,Susan,Davis,D,F,house,116,1944.0,ssa,,,,F
10152,Madeleine,Dean,D,F,house,116,1959.0,ssa,,,,F
10153,Peter,DeFazio,D,M,house,116,1947.0,ssa,,,,M
10154,Diana,DeGette,D,F,house,116,1957.0,ssa,,,,F
10155,Rosa,DeLauro,D,F,house,116,1943.0,ssa,,,,F
10156,Suzan,DelBene,D,F,house,116,1962.0,ssa,,,,F
10157,Antonio,Delgado,D,M,house,116,1977.0,ssa,,,,M
10158,Val,Demings,D,F,house,116,1957.0,ssa,,,,F
10159,Mark,DeSaulnier,D,M,house,116,1952.0,ssa,,,,M
10160,Scott,DesJarlais,R,M,house,116,1964.0,ssa,,,,M
10161,Ted,Deutch,D,M,house,116,1966.0,ssa,,,,M
10162,Mario,Diaz-Balart,R,M,house,116,1961.0,ssa,,,,M
10163,Debbie,Dingell,D,F,house,116,1953.0,ssa,,,,F
10164,Lloyd,Doggett,D,M,house,116,1946.0,ssa,,,,M
10165,Mike,Doyle,D,M,house,116,1953.0,ssa,,,,M
10166,Sean,Duffy,R,M,house,116,1971.0,ssa,,,,M
10167,Jeffrey,Duncan,R,M,house,116,1966.0,ssa,,,,M
10168,Neal,Dunn,R,M,house,116,1953.0,ssa,,,,M
10169,Tom,Emmer,R,M,house,116,1961.0,ssa,,,,M
10170,Eliot,Engel,D,M,house,116,1947.0,ssa,,,,M
10171,Veronica,Escobar,D,F,house,116,1969.0,ssa,,,,F
10172,Anna,Eshoo,D,F,house,116,1942.0,ssa,,,,F
10173,Adriano,Espaillat,D,M,house,116,1954.0,ssa,,,,M
10174,Ron,Estes,R,M,house,116,1956.0,ssa,,,,M
10175,Dwight,Evans,D,M,house,116,1954.0,ssa,,,,M
10176,A.,Ferguson,R,M,house,116,1966.0,ssa,,,,M
10177,Abby,Finkenauer,D,F,house,116,1988.0,ssa,,,,F
10178,Brian,Fitzpatrick,R,M,house,116,1973.0,ssa,,,,M
10179,Chuck,Fleischmann,R,M,house,116,1962.0,ssa,,,,M
10180,Lizzie,Fletcher,D,F,house,116,1975.0,ssa,,,,F
10181,Bill,Flores,R,M,house,116,1954.0,ssa,,,,M
10182,Jeff,Fortenberry,R,M,house,116,1960.0,ssa,,,,M
10183,Bill,Foster,D,M,house,116,1955.0,ssa,,,,M
10184,Virginia,Foxx,R,F,house,116,1943.0,ssa,,,,F
10185,Lois,Frankel,D,F,house,116,1948.0,ssa,,,,F
10186,Marcia,Fudge,D,F,house,116,1952.0,ssa,,,,F
10187,Russ,Fulcher,R,M,house,116,1973.0,ssa,,,,M
10188,Tulsi,Gabbard,D,F,house,116,1981.0,ssa,,,,F
10189,Matt,Gaetz,R,M,house,116,1982.0,ssa,,,,M
10190,Mike,Gallagher,R,M,house,116,1984.0,ssa,,,,M
10191,Ruben,Gallego,D,M,house,116,1979.0,ssa,,,,M
10192,John,Garamendi,D,M,house,116,1945.0,ssa,,,,M
10193,Sylvia,Garcia,D,F,house,116,1950.0,ssa,,,,F
10194,Jesús,García,D,M,house,116,1956.0,ssa,,,,M
10195,Greg,Gianforte,R,M,house,116,1961.0,ssa,,,,M
10196,Bob,Gibbs,R,M,house,116,1954.0,ssa,,,,M
10197,Louie,Gohmert,R,M,house,116,1953.0,ssa,,,,M
10198,Jared,Golden,D,M,house,116,1982.0,ssa,,,,M
10199,Jimmy,Gomez,D,M,house,116,1974.0,ssa,,,,M
10200,Anthony,Gonzalez,R,M,house,116,1984.0,ssa,,,,M
10201,Vicente,Gonzalez,D,M,house,116,1967.0,ssa,,,,M
10202,Jenniffer,González-Colón,R,F,house,116,1976.0,ssa,,,,F
10203,Lance,Gooden,R,M,house,116,1982.0,ssa,,,,M
10204,Paul,Gosar,R,M,house,116,1958.0,ssa,,,,M
10205,Josh,Gottheimer,D,M,house,116,1975.0,ssa,,,,M
10206,Kay,Granger,R,F,house,116,1943.0,ssa,,,,F
10207,Tom,Graves,R,M,house,116,1970.0,ssa,,,,M
10208,Garret,Graves,R,M,house,116,1972.0,ssa,,,,M
10209,Sam,Graves,R,M,house,116,1963.0,ssa,,,,M
10210,Al,Green,D,M,house,116,1947.0,ssa,,,,M
10211,Mark,Green,R,M,house,116,1964.0,ssa,,,,M
10212,Morgan,Griffith,R,M,house,116,1958.0,ssa,,,,M
10213,Raúl,Grijalva,D,M,house,116,1948.0,ssa,,,,M
10214,Glenn,Grothman,R,M,house,116,1955.0,ssa,,,,M
10215,Michael,Guest,R,M,house,116,1970.0,ssa,,,,M
10216,Brett,Guthrie,R,M,house,116,1964.0,ssa,,,,M
10217,Debra,Haaland,D,F,house,116,1960.0,ssa,,,,F
10218,Jim,Hagedorn,R,M,house,116,1962.0,ssa,,,,M
10219,Josh,Harder,D,M,house,116,1986.0,ssa,,,,M
10220,Andy,Harris,R,M,house,116,1957.0,ssa,,,,M
10221,Vicky,Hartzler,R,F,house,116,1960.0,ssa,,,,F
10222,Alcee,Hastings,D,M,house,116,1936.0,ssa,,,,M
10223,Jahana,Hayes,D,F,house,116,1973.0,ssa,,,,F
10224,Denny,Heck,D,M,house,116,1952.0,ssa,,,,M
10225,Kevin,Hern,R,M,house,116,1961.0,ssa,,,,M
10226,Jaime,Herrera Beutler,R,F,house,116,1978.0,ssa,,,,F
10227,Jody,Hice,R,M,house,116,1960.0,ssa,,,,M
10228,Clay,Higgins,R,M,house,116,1961.0,ssa,,,,M
10229,Brian,Higgins,D,M,house,116,1959.0,ssa,,,,M
10230,Katie,Hill,D,F,house,116,1987.0,ssa,,,,F
10231,French,Hill,R,M,house,116,1956.0,ssa,,,,M
10232,Jim,Himes,D,M,house,116,1966.0,ssa,,,,M
10233,George,Holding,R,M,house,116,1968.0,ssa,,,,M
10234,Trey,Hollingsworth,R,M,house,116,1983.0,ssa,,,,M
10235,Kendra,Horn,D,F,house,116,1976.0,ssa,,,,F
10236,Steven,Horsford,D,M,house,116,1973.0,ssa,,,,M
10237,Chrissy,Houlahan,D,F,house,116,1967.0,ssa,,,,F
10238,Steny,Hoyer,D,M,house,116,1939.0,ssa,,,,M
10239,Richard,Hudson,R,M,house,116,1971.0,ssa,,,,M
10240,Jared,Huffman,D,M,house,116,1964.0,ssa,,,,M
10241,Bill,Huizenga,R,M,house,116,1969.0,ssa,,,,M
10242,Duncan,Hunter,R,M,house,116,1976.0,ssa,,,,M
10243,Will,Hurd,R,M,house,116,1977.0,ssa,,,,M
10244,Sheila,Jackson Lee,D,F,house,116,1950.0,ssa,,,,F
10245,Pramila,Jayapal,D,F,house,116,1965.0,ssa,,,,F
10246,Hakeem,Jeffries,D,M,house,116,1970.0,ssa,,,,M
10247,Mike,Johnson,R,M,house,116,1972.0,ssa,,,,M
10248,Dusty,Johnson,R,M,house,116,1976.0,ssa,,,,M
10249,Eddie,Johnson,D,F,house,116,1935.0,ssa,,,,F
10250,Bill,Johnson,R,M,house,116,1954.0,ssa,,,,M
10251,Hank,Johnson,D,M,house,116,1954.0,ssa,,,,M
10252,Walter,Jones,R,M,house,116,1943.0,ssa,,,,M
10253,Jim,Jordan,R,M,house,116,1964.0,ssa,,,,M
10254,Dave,Joyce,R,M,house,116,1957.0,ssa,,,,M
10255,John,Joyce,R,M,house,116,1957.0,ssa,,,,M
10256,Marcy,Kaptur,D,F,house,116,1946.0,ssa,,,,F
10257,John,Katko,R,M,house,116,1962.0,ssa,,,,M
10258,Bill,Keating,D,M,house,116,1952.0,ssa,,,,M
10259,Fred,Keller,R,M,house,116,1965.0,ssa,,,,M
10260,Robin,Kelly,D,F,house,116,1956.0,ssa,,,,F
10261,Mike,Kelly,R,M,house,116,1948.0,ssa,,,,M
10262,Trent,Kelly,R,M,house,116,1966.0,ssa,,,,M
10263,Joseph,Kennedy,D,M,house,116,1980.0,ssa,,,,M
10264,Ro,Khanna,D,M,house,116,1976.0,ssa,,,,M
10265,Dan,Kildee,D,M,house,116,1958.0,ssa,,,,M
10266,Derek,Kilmer,D,M,house,116,1974.0,ssa,,,,M
10267,Andy,Kim,D,M,house,116,1982.0,ssa,,,,M
10268,Ron,Kind,D,M,house,116,1963.0,ssa,,,,M
10269,Peter,King,R,M,house,116,1944.0,ssa,,,,M
10270,Steve,King,R,M,house,116,1949.0,ssa,,,,M
10271,Adam,Kinzinger,R,M,house,116,1978.0,ssa,,,,M
10272,Ann,Kirkpatrick,D,F,house,116,1950.0,ssa,,,,F
10273,Raja,Krishnamoorthi,D,M,house,116,1973.0,ssa,,,,M
10274,Ann,Kuster,D,F,house,116,1956.0,ssa,,,,F
10275,David,Kustoff,R,M,house,116,1966.0,ssa,,,,M
10276,Darin,LaHood,R,M,house,116,1968.0,ssa,,,,M
10277,Doug,LaMalfa,R,M,house,116,1960.0,ssa,,,,M
